seq_imag,name,imag_path,gtim_path,json_path,train_test_val
435,hanover_000000_030276,fullImages\hanover_000000_030276_leftImg8bit.png,fullImages\hanover_000000_030276_gtFine_labelIds.png,fullImages\hanover_000000_030276_gtFine_polygons.json,train
436,hanover_000000_030346,fullImages\hanover_000000_030346_leftImg8bit.png,fullImages\hanover_000000_030346_gtFine_labelIds.png,fullImages\hanover_000000_030346_gtFine_polygons.json,train
437,hanover_000000_030889,fullImages\hanover_000000_030889_leftImg8bit.png,fullImages\hanover_000000_030889_gtFine_labelIds.png,fullImages\hanover_000000_030889_gtFine_polygons.json,train
438,hanover_000000_031144,fullImages\hanover_000000_031144_leftImg8bit.png,fullImages\hanover_000000_031144_gtFine_labelIds.png,fullImages\hanover_000000_031144_gtFine_polygons.json,train
439,hanover_000000_031856,fullImages\hanover_000000_031856_leftImg8bit.png,fullImages\hanover_000000_031856_gtFine_labelIds.png,fullImages\hanover_000000_031856_gtFine_polygons.json,train
440,hanover_000000_033457,fullImages\hanover_000000_033457_leftImg8bit.png,fullImages\hanover_000000_033457_gtFine_labelIds.png,fullImages\hanover_000000_033457_gtFine_polygons.json,train
441,hanover_000000_034347,fullImages\hanover_000000_034347_leftImg8bit.png,fullImages\hanover_000000_034347_gtFine_labelIds.png,fullImages\hanover_000000_034347_gtFine_polygons.json,test
442,hanover_000000_034935,fullImages\hanover_000000_034935_leftImg8bit.png,fullImages\hanover_000000_034935_gtFine_labelIds.png,fullImages\hanover_000000_034935_gtFine_polygons.json,test
443,hanover_000000_035491,fullImages\hanover_000000_035491_leftImg8bit.png,fullImages\hanover_000000_035491_gtFine_labelIds.png,fullImages\hanover_000000_035491_gtFine_polygons.json,train
444,hanover_000000_037516,fullImages\hanover_000000_037516_leftImg8bit.png,fullImages\hanover_000000_037516_gtFine_labelIds.png,fullImages\hanover_000000_037516_gtFine_polygons.json,train
445,hanover_000000_038855,fullImages\hanover_000000_038855_leftImg8bit.png,fullImages\hanover_000000_038855_gtFine_labelIds.png,fullImages\hanover_000000_038855_gtFine_polygons.json,train
446,hanover_000000_038927,fullImages\hanover_000000_038927_leftImg8bit.png,fullImages\hanover_000000_038927_gtFine_labelIds.png,fullImages\hanover_000000_038927_gtFine_polygons.json,test
447,hanover_000000_039470,fullImages\hanover_000000_039470_leftImg8bit.png,fullImages\hanover_000000_039470_gtFine_labelIds.png,fullImages\hanover_000000_039470_gtFine_polygons.json,validation
448,hanover_000000_042255,fullImages\hanover_000000_042255_leftImg8bit.png,fullImages\hanover_000000_042255_gtFine_labelIds.png,fullImages\hanover_000000_042255_gtFine_polygons.json,validation
449,hanover_000000_042770,fullImages\hanover_000000_042770_leftImg8bit.png,fullImages\hanover_000000_042770_gtFine_labelIds.png,fullImages\hanover_000000_042770_gtFine_polygons.json,test
450,hanover_000000_043236,fullImages\hanover_000000_043236_leftImg8bit.png,fullImages\hanover_000000_043236_gtFine_labelIds.png,fullImages\hanover_000000_043236_gtFine_polygons.json,train
451,hanover_000000_043653,fullImages\hanover_000000_043653_leftImg8bit.png,fullImages\hanover_000000_043653_gtFine_labelIds.png,fullImages\hanover_000000_043653_gtFine_polygons.json,validation
452,hanover_000000_043822,fullImages\hanover_000000_043822_leftImg8bit.png,fullImages\hanover_000000_043822_gtFine_labelIds.png,fullImages\hanover_000000_043822_gtFine_polygons.json,train
453,hanover_000000_044085,fullImages\hanover_000000_044085_leftImg8bit.png,fullImages\hanover_000000_044085_gtFine_labelIds.png,fullImages\hanover_000000_044085_gtFine_polygons.json,train
454,hanover_000000_045004,fullImages\hanover_000000_045004_leftImg8bit.png,fullImages\hanover_000000_045004_gtFine_labelIds.png,fullImages\hanover_000000_045004_gtFine_polygons.json,validation
455,hanover_000000_045446,fullImages\hanover_000000_045446_leftImg8bit.png,fullImages\hanover_000000_045446_gtFine_labelIds.png,fullImages\hanover_000000_045446_gtFine_polygons.json,train
456,hanover_000000_045657,fullImages\hanover_000000_045657_leftImg8bit.png,fullImages\hanover_000000_045657_gtFine_labelIds.png,fullImages\hanover_000000_045657_gtFine_polygons.json,train
457,hanover_000000_046954,fullImages\hanover_000000_046954_leftImg8bit.png,fullImages\hanover_000000_046954_gtFine_labelIds.png,fullImages\hanover_000000_046954_gtFine_polygons.json,train
458,hanover_000000_047499,fullImages\hanover_000000_047499_leftImg8bit.png,fullImages\hanover_000000_047499_gtFine_labelIds.png,fullImages\hanover_000000_047499_gtFine_polygons.json,train
459,hanover_000000_047629,fullImages\hanover_000000_047629_leftImg8bit.png,fullImages\hanover_000000_047629_gtFine_labelIds.png,fullImages\hanover_000000_047629_gtFine_polygons.json,test
460,hanover_000000_047870,fullImages\hanover_000000_047870_leftImg8bit.png,fullImages\hanover_000000_047870_gtFine_labelIds.png,fullImages\hanover_000000_047870_gtFine_polygons.json,train
461,hanover_000000_048379,fullImages\hanover_000000_048379_leftImg8bit.png,fullImages\hanover_000000_048379_gtFine_labelIds.png,fullImages\hanover_000000_048379_gtFine_polygons.json,train
462,hanover_000000_048508,fullImages\hanover_000000_048508_leftImg8bit.png,fullImages\hanover_000000_048508_gtFine_labelIds.png,fullImages\hanover_000000_048508_gtFine_polygons.json,train
463,hanover_000000_048765,fullImages\hanover_000000_048765_leftImg8bit.png,fullImages\hanover_000000_048765_gtFine_labelIds.png,fullImages\hanover_000000_048765_gtFine_polygons.json,train
464,hanover_000000_049269,fullImages\hanover_000000_049269_leftImg8bit.png,fullImages\hanover_000000_049269_gtFine_labelIds.png,fullImages\hanover_000000_049269_gtFine_polygons.json,train
465,hanover_000000_049465,fullImages\hanover_000000_049465_leftImg8bit.png,fullImages\hanover_000000_049465_gtFine_labelIds.png,fullImages\hanover_000000_049465_gtFine_polygons.json,train
466,hanover_000000_050228,fullImages\hanover_000000_050228_leftImg8bit.png,fullImages\hanover_000000_050228_gtFine_labelIds.png,fullImages\hanover_000000_050228_gtFine_polygons.json,train
467,hanover_000000_050398,fullImages\hanover_000000_050398_leftImg8bit.png,fullImages\hanover_000000_050398_gtFine_labelIds.png,fullImages\hanover_000000_050398_gtFine_polygons.json,train
468,hanover_000000_051059,fullImages\hanover_000000_051059_leftImg8bit.png,fullImages\hanover_000000_051059_gtFine_labelIds.png,fullImages\hanover_000000_051059_gtFine_polygons.json,test
469,hanover_000000_051152,fullImages\hanover_000000_051152_leftImg8bit.png,fullImages\hanover_000000_051152_gtFine_labelIds.png,fullImages\hanover_000000_051152_gtFine_polygons.json,train
470,hanover_000000_051271,fullImages\hanover_000000_051271_leftImg8bit.png,fullImages\hanover_000000_051271_gtFine_labelIds.png,fullImages\hanover_000000_051271_gtFine_polygons.json,train
471,hanover_000000_051536,fullImages\hanover_000000_051536_leftImg8bit.png,fullImages\hanover_000000_051536_gtFine_labelIds.png,fullImages\hanover_000000_051536_gtFine_polygons.json,test
472,hanover_000000_052512,fullImages\hanover_000000_052512_leftImg8bit.png,fullImages\hanover_000000_052512_gtFine_labelIds.png,fullImages\hanover_000000_052512_gtFine_polygons.json,train
473,hanover_000000_052649,fullImages\hanover_000000_052649_leftImg8bit.png,fullImages\hanover_000000_052649_gtFine_labelIds.png,fullImages\hanover_000000_052649_gtFine_polygons.json,test
474,hanover_000000_053604,fullImages\hanover_000000_053604_leftImg8bit.png,fullImages\hanover_000000_053604_gtFine_labelIds.png,fullImages\hanover_000000_053604_gtFine_polygons.json,test
475,hanover_000000_054276,fullImages\hanover_000000_054276_leftImg8bit.png,fullImages\hanover_000000_054276_gtFine_labelIds.png,fullImages\hanover_000000_054276_gtFine_polygons.json,train
476,hanover_000000_055124,fullImages\hanover_000000_055124_leftImg8bit.png,fullImages\hanover_000000_055124_gtFine_labelIds.png,fullImages\hanover_000000_055124_gtFine_polygons.json,train
477,hanover_000000_055592,fullImages\hanover_000000_055592_leftImg8bit.png,fullImages\hanover_000000_055592_gtFine_labelIds.png,fullImages\hanover_000000_055592_gtFine_polygons.json,validation
478,hanover_000000_055800,fullImages\hanover_000000_055800_leftImg8bit.png,fullImages\hanover_000000_055800_gtFine_labelIds.png,fullImages\hanover_000000_055800_gtFine_polygons.json,validation
479,hanover_000000_055937,fullImages\hanover_000000_055937_leftImg8bit.png,fullImages\hanover_000000_055937_gtFine_labelIds.png,fullImages\hanover_000000_055937_gtFine_polygons.json,train
480,hanover_000000_056142,fullImages\hanover_000000_056142_leftImg8bit.png,fullImages\hanover_000000_056142_gtFine_labelIds.png,fullImages\hanover_000000_056142_gtFine_polygons.json,train
481,hanover_000000_056361,fullImages\hanover_000000_056361_leftImg8bit.png,fullImages\hanover_000000_056361_gtFine_labelIds.png,fullImages\hanover_000000_056361_gtFine_polygons.json,train
482,hanover_000000_056457,fullImages\hanover_000000_056457_leftImg8bit.png,fullImages\hanover_000000_056457_gtFine_labelIds.png,fullImages\hanover_000000_056457_gtFine_polygons.json,train
483,hanover_000000_056601,fullImages\hanover_000000_056601_leftImg8bit.png,fullImages\hanover_000000_056601_gtFine_labelIds.png,fullImages\hanover_000000_056601_gtFine_polygons.json,train
484,hanover_000000_057532,fullImages\hanover_000000_057532_leftImg8bit.png,fullImages\hanover_000000_057532_gtFine_labelIds.png,fullImages\hanover_000000_057532_gtFine_polygons.json,train
485,hanover_000000_057710,fullImages\hanover_000000_057710_leftImg8bit.png,fullImages\hanover_000000_057710_gtFine_labelIds.png,fullImages\hanover_000000_057710_gtFine_polygons.json,train
486,jena_000004_000019,fullImages\jena_000004_000019_leftImg8bit.png,fullImages\jena_000004_000019_gtFine_labelIds.png,fullImages\jena_000004_000019_gtFine_polygons.json,train
487,jena_000026_000019,fullImages\jena_000026_000019_leftImg8bit.png,fullImages\jena_000026_000019_gtFine_labelIds.png,fullImages\jena_000026_000019_gtFine_polygons.json,test
488,jena_000029_000019,fullImages\jena_000029_000019_leftImg8bit.png,fullImages\jena_000029_000019_gtFine_labelIds.png,fullImages\jena_000029_000019_gtFine_polygons.json,validation
489,jena_000030_000019,fullImages\jena_000030_000019_leftImg8bit.png,fullImages\jena_000030_000019_gtFine_labelIds.png,fullImages\jena_000030_000019_gtFine_polygons.json,train
490,jena_000031_000019,fullImages\jena_000031_000019_leftImg8bit.png,fullImages\jena_000031_000019_gtFine_labelIds.png,fullImages\jena_000031_000019_gtFine_polygons.json,train
491,jena_000032_000019,fullImages\jena_000032_000019_leftImg8bit.png,fullImages\jena_000032_000019_gtFine_labelIds.png,fullImages\jena_000032_000019_gtFine_polygons.json,train
492,jena_000033_000019,fullImages\jena_000033_000019_leftImg8bit.png,fullImages\jena_000033_000019_gtFine_labelIds.png,fullImages\jena_000033_000019_gtFine_polygons.json,test
493,jena_000036_000019,fullImages\jena_000036_000019_leftImg8bit.png,fullImages\jena_000036_000019_gtFine_labelIds.png,fullImages\jena_000036_000019_gtFine_polygons.json,train
494,jena_000042_000019,fullImages\jena_000042_000019_leftImg8bit.png,fullImages\jena_000042_000019_gtFine_labelIds.png,fullImages\jena_000042_000019_gtFine_polygons.json,train
495,jena_000050_000019,fullImages\jena_000050_000019_leftImg8bit.png,fullImages\jena_000050_000019_gtFine_labelIds.png,fullImages\jena_000050_000019_gtFine_polygons.json,train
496,jena_000051_000019,fullImages\jena_000051_000019_leftImg8bit.png,fullImages\jena_000051_000019_gtFine_labelIds.png,fullImages\jena_000051_000019_gtFine_polygons.json,train
497,jena_000052_000019,fullImages\jena_000052_000019_leftImg8bit.png,fullImages\jena_000052_000019_gtFine_labelIds.png,fullImages\jena_000052_000019_gtFine_polygons.json,train
498,jena_000053_000019,fullImages\jena_000053_000019_leftImg8bit.png,fullImages\jena_000053_000019_gtFine_labelIds.png,fullImages\jena_000053_000019_gtFine_polygons.json,train
499,jena_000075_000019,fullImages\jena_000075_000019_leftImg8bit.png,fullImages\jena_000075_000019_gtFine_labelIds.png,fullImages\jena_000075_000019_gtFine_polygons.json,train
500,jena_000076_000019,fullImages\jena_000076_000019_leftImg8bit.png,fullImages\jena_000076_000019_gtFine_labelIds.png,fullImages\jena_000076_000019_gtFine_polygons.json,train
501,jena_000077_000019,fullImages\jena_000077_000019_leftImg8bit.png,fullImages\jena_000077_000019_gtFine_labelIds.png,fullImages\jena_000077_000019_gtFine_polygons.json,train
502,jena_000081_000019,fullImages\jena_000081_000019_leftImg8bit.png,fullImages\jena_000081_000019_gtFine_labelIds.png,fullImages\jena_000081_000019_gtFine_polygons.json,train
503,jena_000086_000019,fullImages\jena_000086_000019_leftImg8bit.png,fullImages\jena_000086_000019_gtFine_labelIds.png,fullImages\jena_000086_000019_gtFine_polygons.json,train
504,jena_000090_000019,fullImages\jena_000090_000019_leftImg8bit.png,fullImages\jena_000090_000019_gtFine_labelIds.png,fullImages\jena_000090_000019_gtFine_polygons.json,train
505,jena_000094_000019,fullImages\jena_000094_000019_leftImg8bit.png,fullImages\jena_000094_000019_gtFine_labelIds.png,fullImages\jena_000094_000019_gtFine_polygons.json,test
506,jena_000096_000019,fullImages\jena_000096_000019_leftImg8bit.png,fullImages\jena_000096_000019_gtFine_labelIds.png,fullImages\jena_000096_000019_gtFine_polygons.json,test
507,jena_000105_000019,fullImages\jena_000105_000019_leftImg8bit.png,fullImages\jena_000105_000019_gtFine_labelIds.png,fullImages\jena_000105_000019_gtFine_polygons.json,train
508,jena_000108_000019,fullImages\jena_000108_000019_leftImg8bit.png,fullImages\jena_000108_000019_gtFine_labelIds.png,fullImages\jena_000108_000019_gtFine_polygons.json,train
509,krefeld_000000_001566,fullImages\krefeld_000000_001566_leftImg8bit.png,fullImages\krefeld_000000_001566_gtFine_labelIds.png,fullImages\krefeld_000000_001566_gtFine_polygons.json,train
510,krefeld_000000_004447,fullImages\krefeld_000000_004447_leftImg8bit.png,fullImages\krefeld_000000_004447_gtFine_labelIds.png,fullImages\krefeld_000000_004447_gtFine_polygons.json,train
511,krefeld_000000_004608,fullImages\krefeld_000000_004608_leftImg8bit.png,fullImages\krefeld_000000_004608_gtFine_labelIds.png,fullImages\krefeld_000000_004608_gtFine_polygons.json,train
512,krefeld_000000_005503,fullImages\krefeld_000000_005503_leftImg8bit.png,fullImages\krefeld_000000_005503_gtFine_labelIds.png,fullImages\krefeld_000000_005503_gtFine_polygons.json,train
513,krefeld_000000_006274,fullImages\krefeld_000000_006274_leftImg8bit.png,fullImages\krefeld_000000_006274_gtFine_labelIds.png,fullImages\krefeld_000000_006274_gtFine_polygons.json,train
514,krefeld_000000_007325,fullImages\krefeld_000000_007325_leftImg8bit.png,fullImages\krefeld_000000_007325_gtFine_labelIds.png,fullImages\krefeld_000000_007325_gtFine_polygons.json,train
515,krefeld_000000_009404,fullImages\krefeld_000000_009404_leftImg8bit.png,fullImages\krefeld_000000_009404_gtFine_labelIds.png,fullImages\krefeld_000000_009404_gtFine_polygons.json,train
516,krefeld_000000_009926,fullImages\krefeld_000000_009926_leftImg8bit.png,fullImages\krefeld_000000_009926_gtFine_labelIds.png,fullImages\krefeld_000000_009926_gtFine_polygons.json,train
517,krefeld_000000_012505,fullImages\krefeld_000000_012505_leftImg8bit.png,fullImages\krefeld_000000_012505_gtFine_labelIds.png,fullImages\krefeld_000000_012505_gtFine_polygons.json,train
518,krefeld_000000_013257,fullImages\krefeld_000000_013257_leftImg8bit.png,fullImages\krefeld_000000_013257_gtFine_labelIds.png,fullImages\krefeld_000000_013257_gtFine_polygons.json,train
519,krefeld_000000_014886,fullImages\krefeld_000000_014886_leftImg8bit.png,fullImages\krefeld_000000_014886_gtFine_labelIds.png,fullImages\krefeld_000000_014886_gtFine_polygons.json,test
520,krefeld_000000_016342,fullImages\krefeld_000000_016342_leftImg8bit.png,fullImages\krefeld_000000_016342_gtFine_labelIds.png,fullImages\krefeld_000000_016342_gtFine_polygons.json,train
521,krefeld_000000_017042,fullImages\krefeld_000000_017042_leftImg8bit.png,fullImages\krefeld_000000_017042_gtFine_labelIds.png,fullImages\krefeld_000000_017042_gtFine_polygons.json,train
522,krefeld_000000_019125,fullImages\krefeld_000000_019125_leftImg8bit.png,fullImages\krefeld_000000_019125_gtFine_labelIds.png,fullImages\krefeld_000000_019125_gtFine_polygons.json,train
523,krefeld_000000_019697,fullImages\krefeld_000000_019697_leftImg8bit.png,fullImages\krefeld_000000_019697_gtFine_labelIds.png,fullImages\krefeld_000000_019697_gtFine_polygons.json,train
524,krefeld_000000_021222,fullImages\krefeld_000000_021222_leftImg8bit.png,fullImages\krefeld_000000_021222_gtFine_labelIds.png,fullImages\krefeld_000000_021222_gtFine_polygons.json,train
525,krefeld_000000_021553,fullImages\krefeld_000000_021553_leftImg8bit.png,fullImages\krefeld_000000_021553_gtFine_labelIds.png,fullImages\krefeld_000000_021553_gtFine_polygons.json,train
526,krefeld_000000_022162,fullImages\krefeld_000000_022162_leftImg8bit.png,fullImages\krefeld_000000_022162_gtFine_labelIds.png,fullImages\krefeld_000000_022162_gtFine_polygons.json,train
527,krefeld_000000_023338,fullImages\krefeld_000000_023338_leftImg8bit.png,fullImages\krefeld_000000_023338_gtFine_labelIds.png,fullImages\krefeld_000000_023338_gtFine_polygons.json,test
528,krefeld_000000_025434,fullImages\krefeld_000000_025434_leftImg8bit.png,fullImages\krefeld_000000_025434_gtFine_labelIds.png,fullImages\krefeld_000000_025434_gtFine_polygons.json,train
529,krefeld_000000_032390,fullImages\krefeld_000000_032390_leftImg8bit.png,fullImages\krefeld_000000_032390_gtFine_labelIds.png,fullImages\krefeld_000000_032390_gtFine_polygons.json,train
530,krefeld_000000_034156,fullImages\krefeld_000000_034156_leftImg8bit.png,fullImages\krefeld_000000_034156_gtFine_labelIds.png,fullImages\krefeld_000000_034156_gtFine_polygons.json,train
531,krefeld_000000_034389,fullImages\krefeld_000000_034389_leftImg8bit.png,fullImages\krefeld_000000_034389_gtFine_labelIds.png,fullImages\krefeld_000000_034389_gtFine_polygons.json,train
532,krefeld_000000_034686,fullImages\krefeld_000000_034686_leftImg8bit.png,fullImages\krefeld_000000_034686_gtFine_labelIds.png,fullImages\krefeld_000000_034686_gtFine_polygons.json,train
533,krefeld_000000_036299,fullImages\krefeld_000000_036299_leftImg8bit.png,fullImages\krefeld_000000_036299_gtFine_labelIds.png,fullImages\krefeld_000000_036299_gtFine_polygons.json,train
534,stuttgart_000000_000019,fullImages\stuttgart_000000_000019_leftImg8bit.png,fullImages\stuttgart_000000_000019_gtFine_labelIds.png,fullImages\stuttgart_000000_000019_gtFine_polygons.json,train
535,stuttgart_000002_000019,fullImages\stuttgart_000002_000019_leftImg8bit.png,fullImages\stuttgart_000002_000019_gtFine_labelIds.png,fullImages\stuttgart_000002_000019_gtFine_polygons.json,train
536,stuttgart_000004_000019,fullImages\stuttgart_000004_000019_leftImg8bit.png,fullImages\stuttgart_000004_000019_gtFine_labelIds.png,fullImages\stuttgart_000004_000019_gtFine_polygons.json,train
537,stuttgart_000006_000019,fullImages\stuttgart_000006_000019_leftImg8bit.png,fullImages\stuttgart_000006_000019_gtFine_labelIds.png,fullImages\stuttgart_000006_000019_gtFine_polygons.json,train
538,stuttgart_000027_000019,fullImages\stuttgart_000027_000019_leftImg8bit.png,fullImages\stuttgart_000027_000019_gtFine_labelIds.png,fullImages\stuttgart_000027_000019_gtFine_polygons.json,train
539,stuttgart_000030_000019,fullImages\stuttgart_000030_000019_leftImg8bit.png,fullImages\stuttgart_000030_000019_gtFine_labelIds.png,fullImages\stuttgart_000030_000019_gtFine_polygons.json,test
540,stuttgart_000035_000019,fullImages\stuttgart_000035_000019_leftImg8bit.png,fullImages\stuttgart_000035_000019_gtFine_labelIds.png,fullImages\stuttgart_000035_000019_gtFine_polygons.json,train
541,stuttgart_000036_000019,fullImages\stuttgart_000036_000019_leftImg8bit.png,fullImages\stuttgart_000036_000019_gtFine_labelIds.png,fullImages\stuttgart_000036_000019_gtFine_polygons.json,train
542,stuttgart_000048_000019,fullImages\stuttgart_000048_000019_leftImg8bit.png,fullImages\stuttgart_000048_000019_gtFine_labelIds.png,fullImages\stuttgart_000048_000019_gtFine_polygons.json,train
543,stuttgart_000050_000019,fullImages\stuttgart_000050_000019_leftImg8bit.png,fullImages\stuttgart_000050_000019_gtFine_labelIds.png,fullImages\stuttgart_000050_000019_gtFine_polygons.json,train
544,stuttgart_000053_000019,fullImages\stuttgart_000053_000019_leftImg8bit.png,fullImages\stuttgart_000053_000019_gtFine_labelIds.png,fullImages\stuttgart_000053_000019_gtFine_polygons.json,validation
545,stuttgart_000054_000019,fullImages\stuttgart_000054_000019_leftImg8bit.png,fullImages\stuttgart_000054_000019_gtFine_labelIds.png,fullImages\stuttgart_000054_000019_gtFine_polygons.json,train
546,stuttgart_000055_000019,fullImages\stuttgart_000055_000019_leftImg8bit.png,fullImages\stuttgart_000055_000019_gtFine_labelIds.png,fullImages\stuttgart_000055_000019_gtFine_polygons.json,train
547,stuttgart_000057_000019,fullImages\stuttgart_000057_000019_leftImg8bit.png,fullImages\stuttgart_000057_000019_gtFine_labelIds.png,fullImages\stuttgart_000057_000019_gtFine_polygons.json,test
548,stuttgart_000068_000019,fullImages\stuttgart_000068_000019_leftImg8bit.png,fullImages\stuttgart_000068_000019_gtFine_labelIds.png,fullImages\stuttgart_000068_000019_gtFine_polygons.json,train
549,stuttgart_000070_000019,fullImages\stuttgart_000070_000019_leftImg8bit.png,fullImages\stuttgart_000070_000019_gtFine_labelIds.png,fullImages\stuttgart_000070_000019_gtFine_polygons.json,train
550,stuttgart_000072_000019,fullImages\stuttgart_000072_000019_leftImg8bit.png,fullImages\stuttgart_000072_000019_gtFine_labelIds.png,fullImages\stuttgart_000072_000019_gtFine_polygons.json,train
551,stuttgart_000076_000019,fullImages\stuttgart_000076_000019_leftImg8bit.png,fullImages\stuttgart_000076_000019_gtFine_labelIds.png,fullImages\stuttgart_000076_000019_gtFine_polygons.json,train
552,stuttgart_000079_000019,fullImages\stuttgart_000079_000019_leftImg8bit.png,fullImages\stuttgart_000079_000019_gtFine_labelIds.png,fullImages\stuttgart_000079_000019_gtFine_polygons.json,train
553,stuttgart_000081_000019,fullImages\stuttgart_000081_000019_leftImg8bit.png,fullImages\stuttgart_000081_000019_gtFine_labelIds.png,fullImages\stuttgart_000081_000019_gtFine_polygons.json,train
554,stuttgart_000084_000019,fullImages\stuttgart_000084_000019_leftImg8bit.png,fullImages\stuttgart_000084_000019_gtFine_labelIds.png,fullImages\stuttgart_000084_000019_gtFine_polygons.json,train
555,stuttgart_000088_000019,fullImages\stuttgart_000088_000019_leftImg8bit.png,fullImages\stuttgart_000088_000019_gtFine_labelIds.png,fullImages\stuttgart_000088_000019_gtFine_polygons.json,train
556,stuttgart_000090_000019,fullImages\stuttgart_000090_000019_leftImg8bit.png,fullImages\stuttgart_000090_000019_gtFine_labelIds.png,fullImages\stuttgart_000090_000019_gtFine_polygons.json,train
557,stuttgart_000092_000019,fullImages\stuttgart_000092_000019_leftImg8bit.png,fullImages\stuttgart_000092_000019_gtFine_labelIds.png,fullImages\stuttgart_000092_000019_gtFine_polygons.json,train
558,stuttgart_000100_000019,fullImages\stuttgart_000100_000019_leftImg8bit.png,fullImages\stuttgart_000100_000019_gtFine_labelIds.png,fullImages\stuttgart_000100_000019_gtFine_polygons.json,train
559,stuttgart_000101_000019,fullImages\stuttgart_000101_000019_leftImg8bit.png,fullImages\stuttgart_000101_000019_gtFine_labelIds.png,fullImages\stuttgart_000101_000019_gtFine_polygons.json,test
560,stuttgart_000102_000019,fullImages\stuttgart_000102_000019_leftImg8bit.png,fullImages\stuttgart_000102_000019_gtFine_labelIds.png,fullImages\stuttgart_000102_000019_gtFine_polygons.json,train
561,stuttgart_000105_000019,fullImages\stuttgart_000105_000019_leftImg8bit.png,fullImages\stuttgart_000105_000019_gtFine_labelIds.png,fullImages\stuttgart_000105_000019_gtFine_polygons.json,train
562,stuttgart_000109_000019,fullImages\stuttgart_000109_000019_leftImg8bit.png,fullImages\stuttgart_000109_000019_gtFine_labelIds.png,fullImages\stuttgart_000109_000019_gtFine_polygons.json,validation
563,stuttgart_000110_000019,fullImages\stuttgart_000110_000019_leftImg8bit.png,fullImages\stuttgart_000110_000019_gtFine_labelIds.png,fullImages\stuttgart_000110_000019_gtFine_polygons.json,test
564,stuttgart_000121_000019,fullImages\stuttgart_000121_000019_leftImg8bit.png,fullImages\stuttgart_000121_000019_gtFine_labelIds.png,fullImages\stuttgart_000121_000019_gtFine_polygons.json,train
565,stuttgart_000126_000019,fullImages\stuttgart_000126_000019_leftImg8bit.png,fullImages\stuttgart_000126_000019_gtFine_labelIds.png,fullImages\stuttgart_000126_000019_gtFine_polygons.json,test
566,stuttgart_000133_000019,fullImages\stuttgart_000133_000019_leftImg8bit.png,fullImages\stuttgart_000133_000019_gtFine_labelIds.png,fullImages\stuttgart_000133_000019_gtFine_polygons.json,train
567,stuttgart_000137_000019,fullImages\stuttgart_000137_000019_leftImg8bit.png,fullImages\stuttgart_000137_000019_gtFine_labelIds.png,fullImages\stuttgart_000137_000019_gtFine_polygons.json,test
568,stuttgart_000142_000019,fullImages\stuttgart_000142_000019_leftImg8bit.png,fullImages\stuttgart_000142_000019_gtFine_labelIds.png,fullImages\stuttgart_000142_000019_gtFine_polygons.json,test
569,stuttgart_000156_000019,fullImages\stuttgart_000156_000019_leftImg8bit.png,fullImages\stuttgart_000156_000019_gtFine_labelIds.png,fullImages\stuttgart_000156_000019_gtFine_polygons.json,validation
570,stuttgart_000157_000019,fullImages\stuttgart_000157_000019_leftImg8bit.png,fullImages\stuttgart_000157_000019_gtFine_labelIds.png,fullImages\stuttgart_000157_000019_gtFine_polygons.json,test
571,stuttgart_000166_000019,fullImages\stuttgart_000166_000019_leftImg8bit.png,fullImages\stuttgart_000166_000019_gtFine_labelIds.png,fullImages\stuttgart_000166_000019_gtFine_polygons.json,train
572,stuttgart_000168_000019,fullImages\stuttgart_000168_000019_leftImg8bit.png,fullImages\stuttgart_000168_000019_gtFine_labelIds.png,fullImages\stuttgart_000168_000019_gtFine_polygons.json,train
573,stuttgart_000169_000019,fullImages\stuttgart_000169_000019_leftImg8bit.png,fullImages\stuttgart_000169_000019_gtFine_labelIds.png,fullImages\stuttgart_000169_000019_gtFine_polygons.json,train
574,stuttgart_000170_000019,fullImages\stuttgart_000170_000019_leftImg8bit.png,fullImages\stuttgart_000170_000019_gtFine_labelIds.png,fullImages\stuttgart_000170_000019_gtFine_polygons.json,validation
575,stuttgart_000171_000019,fullImages\stuttgart_000171_000019_leftImg8bit.png,fullImages\stuttgart_000171_000019_gtFine_labelIds.png,fullImages\stuttgart_000171_000019_gtFine_polygons.json,train
576,stuttgart_000173_000019,fullImages\stuttgart_000173_000019_leftImg8bit.png,fullImages\stuttgart_000173_000019_gtFine_labelIds.png,fullImages\stuttgart_000173_000019_gtFine_polygons.json,train
577,stuttgart_000174_000019,fullImages\stuttgart_000174_000019_leftImg8bit.png,fullImages\stuttgart_000174_000019_gtFine_labelIds.png,fullImages\stuttgart_000174_000019_gtFine_polygons.json,test
578,stuttgart_000175_000019,fullImages\stuttgart_000175_000019_leftImg8bit.png,fullImages\stuttgart_000175_000019_gtFine_labelIds.png,fullImages\stuttgart_000175_000019_gtFine_polygons.json,train
579,stuttgart_000176_000019,fullImages\stuttgart_000176_000019_leftImg8bit.png,fullImages\stuttgart_000176_000019_gtFine_labelIds.png,fullImages\stuttgart_000176_000019_gtFine_polygons.json,test
580,stuttgart_000177_000019,fullImages\stuttgart_000177_000019_leftImg8bit.png,fullImages\stuttgart_000177_000019_gtFine_labelIds.png,fullImages\stuttgart_000177_000019_gtFine_polygons.json,train
581,stuttgart_000184_000019,fullImages\stuttgart_000184_000019_leftImg8bit.png,fullImages\stuttgart_000184_000019_gtFine_labelIds.png,fullImages\stuttgart_000184_000019_gtFine_polygons.json,train
