seq,is_true,is_ignore,path,x0,x1,y0,y1,col
2,FALSE,FALSE,mainz_000001_022630_leftImg8bit_rF_8268.png,1506,1538,376,472,r
3,FALSE,FALSE,mainz_000001_022630_leftImg8bit_rF_8269.png,1782,1814,368,464,r
4,FALSE,FALSE,mainz_000001_022630_leftImg8bit_gF_8270.png,1179,1211,-58,38,g
5,FALSE,FALSE,mainz_000001_022630_leftImg8bit_gF_8271.png,1501,1533,16,112,g
6,FALSE,FALSE,mainz_000001_022630_leftImg8bit_gF_8272.png,1558,1590,159,255,g
7,FALSE,FALSE,mainz_000001_022630_leftImg8bit_gF_8273.png,1740,1772,-33,63,g
0,FALSE,FALSE,mainz_000001_023439_leftImg8bit_rF_8274.png,1020,1052,-26,70,r
1,FALSE,FALSE,mainz_000001_023439_leftImg8bit_gF_8275.png,831,863,-36,60,g
2,FALSE,FALSE,mainz_000001_023439_leftImg8bit_gF_8276.png,810,842,-59,37,g
3,FALSE,FALSE,mainz_000001_023439_leftImg8bit_gF_8277.png,947,979,152,248,g
4,FALSE,FALSE,mainz_000001_023439_leftImg8bit_gF_8278.png,871,903,45,141,g
0,FALSE,FALSE,mainz_000001_023604_leftImg8bit_gF_8279.png,500,532,74,170,g
0,FALSE,FALSE,mainz_000001_024439_leftImg8bit_rF_8280.png,73,105,449,545,r
1,FALSE,FALSE,mainz_000001_024439_leftImg8bit_gF_8281.png,1545,1577,410,506,g
0,FALSE,FALSE,mainz_000001_024489_leftImg8bit_rF_8282.png,1006,1038,429,525,r
0,FALSE,FALSE,mainz_000001_024718_leftImg8bit_rF_8283.png,1019,1051,-27,69,r
1,FALSE,FALSE,mainz_000001_024718_leftImg8bit_rF_8284.png,1502,1534,-21,75,r
2,FALSE,FALSE,mainz_000001_024718_leftImg8bit_rF_8285.png,1862,1894,418,514,r
0,FALSE,FALSE,mainz_000001_025161_leftImg8bit_rF_8286.png,1510,1542,-27,69,r
1,FALSE,FALSE,mainz_000001_025161_leftImg8bit_rF_8287.png,1026,1058,339,435,r
2,FALSE,FALSE,mainz_000001_025161_leftImg8bit_gF_8288.png,856,888,358,454,g
3,FALSE,FALSE,mainz_000001_025161_leftImg8bit_gF_8289.png,-11,21,-37,59,g
4,FALSE,FALSE,mainz_000001_025161_leftImg8bit_gF_8290.png,456,488,351,447,g
5,FALSE,FALSE,mainz_000001_025161_leftImg8bit_gF_8291.png,482,514,-46,50,g
6,FALSE,FALSE,mainz_000001_025161_leftImg8bit_gF_8292.png,964,996,71,167,g
0,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8293.png,637,669,421,517,r
1,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8294.png,824,856,299,395,r
2,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8295.png,1147,1179,-25,71,r
3,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8296.png,1155,1187,297,393,r
4,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8297.png,1009,1041,283,379,r
5,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8298.png,1170,1202,393,489,r
6,FALSE,FALSE,mainz_000001_025390_leftImg8bit_rF_8299.png,1222,1254,459,555,r
7,FALSE,FALSE,mainz_000001_025390_leftImg8bit_gF_8300.png,823,855,-40,56,g
8,FALSE,FALSE,mainz_000001_025390_leftImg8bit_gF_8301.png,1533,1565,343,439,g
9,FALSE,FALSE,mainz_000001_025390_leftImg8bit_gF_8302.png,1124,1156,53,149,g
10,FALSE,FALSE,mainz_000001_025390_leftImg8bit_gF_8303.png,703,735,402,498,g
0,FALSE,FALSE,mainz_000001_025623_leftImg8bit_rF_8304.png,1243,1275,447,543,r
1,FALSE,FALSE,mainz_000001_025623_leftImg8bit_rF_8305.png,833,865,-29,67,r
2,FALSE,FALSE,mainz_000001_025623_leftImg8bit_rF_8306.png,1200,1232,78,174,r
3,FALSE,FALSE,mainz_000001_025623_leftImg8bit_rF_8307.png,1322,1354,339,435,r
4,FALSE,FALSE,mainz_000001_025623_leftImg8bit_rF_8308.png,1372,1404,353,449,r
5,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8309.png,943,975,115,211,g
6,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8310.png,696,728,26,122,g
7,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8311.png,1302,1334,50,146,g
8,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8312.png,1137,1169,267,363,g
9,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8313.png,1334,1366,308,404,g
10,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8314.png,1198,1230,-8,88,g
11,FALSE,FALSE,mainz_000001_025623_leftImg8bit_gF_8315.png,1150,1182,291,387,g
0,FALSE,FALSE,mainz_000001_026209_leftImg8bit_rF_8316.png,1474,1506,432,528,r
1,FALSE,FALSE,mainz_000001_026209_leftImg8bit_rF_8317.png,1569,1601,370,466,r
2,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8318.png,291,323,59,155,g
3,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8319.png,460,492,19,115,g
4,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8320.png,521,553,10,106,g
5,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8321.png,121,153,-12,84,g
6,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8322.png,64,96,392,488,g
7,FALSE,FALSE,mainz_000001_026209_leftImg8bit_gF_8323.png,826,858,371,467,g
0,FALSE,FALSE,mainz_000001_026837_leftImg8bit_rF_8324.png,878,910,230,326,r
1,FALSE,FALSE,mainz_000001_026837_leftImg8bit_rF_8325.png,1253,1285,205,301,r
2,FALSE,FALSE,mainz_000001_026837_leftImg8bit_rF_8326.png,866,898,355,451,r
3,FALSE,FALSE,mainz_000001_026837_leftImg8bit_rF_8327.png,1071,1103,356,452,r
4,FALSE,FALSE,mainz_000001_026837_leftImg8bit_rF_8328.png,1891,1923,334,430,r
5,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8329.png,1266,1298,335,431,g
6,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8330.png,1239,1271,144,240,g
7,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8331.png,199,231,349,445,g
8,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8332.png,1083,1115,218,314,g
9,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8333.png,933,965,146,242,g
10,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8334.png,1893,1925,75,171,g
11,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8335.png,1870,1902,29,125,g
12,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8336.png,791,823,304,400,g
13,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8337.png,1342,1374,335,431,g
14,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8338.png,1743,1775,-5,91,g
15,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8339.png,961,993,123,219,g
16,FALSE,FALSE,mainz_000001_026837_leftImg8bit_gF_8340.png,1885,1917,11,107,g
0,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8341.png,1001,1033,380,476,r
1,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8342.png,771,803,66,162,r
2,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8343.png,968,1000,-27,69,r
3,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8344.png,732,764,-27,69,r
4,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8345.png,417,449,267,363,r
5,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8346.png,773,805,-14,82,r
6,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8347.png,1116,1148,379,475,r
7,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8348.png,1005,1037,53,149,r
8,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8349.png,799,831,68,164,r
9,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8350.png,781,813,-27,69,r
10,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8351.png,842,874,-15,81,r
11,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8352.png,488,520,-28,68,r
12,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8353.png,791,823,68,164,r
13,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8354.png,1100,1132,200,296,r
14,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8355.png,1325,1357,163,259,r
15,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8356.png,1301,1333,312,408,r
16,FALSE,FALSE,mainz_000001_026963_leftImg8bit_rF_8357.png,755,787,42,138,r
17,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8358.png,667,699,-17,79,g
18,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8359.png,618,650,-61,35,g
19,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8360.png,1177,1209,66,162,g
20,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8361.png,763,795,-24,72,g
21,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8362.png,1013,1045,-45,51,g
22,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8363.png,1767,1799,364,460,g
23,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8364.png,786,818,2,98,g
24,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8365.png,793,825,-51,45,g
25,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8366.png,713,745,-43,53,g
26,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8367.png,657,689,26,122,g
27,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8368.png,1346,1378,248,344,g
28,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8369.png,1124,1156,45,141,g
29,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8370.png,712,744,354,450,g
30,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8371.png,815,847,4,100,g
31,FALSE,FALSE,mainz_000001_026963_leftImg8bit_gF_8372.png,1052,1084,-42,54,g
0,FALSE,FALSE,mainz_000001_027053_leftImg8bit_rF_8373.png,1809,1841,-23,73,r
1,FALSE,FALSE,mainz_000001_027053_leftImg8bit_rF_8374.png,1384,1416,-23,73,r
2,FALSE,FALSE,mainz_000001_027053_leftImg8bit_rF_8375.png,909,941,351,447,r
3,FALSE,FALSE,mainz_000001_027053_leftImg8bit_rF_8376.png,1202,1234,408,504,r
4,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8377.png,1025,1057,254,350,g
5,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8378.png,1807,1839,60,156,g
6,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8379.png,1837,1869,102,198,g
7,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8380.png,1764,1796,54,150,g
8,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8381.png,1989,2021,-7,89,g
9,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8382.png,1954,1986,140,236,g
10,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8383.png,1160,1192,372,468,g
11,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8384.png,1799,1831,122,218,g
12,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8385.png,1654,1686,40,136,g
13,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8386.png,1726,1758,89,185,g
14,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8387.png,1810,1842,124,220,g
15,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8388.png,1721,1753,50,146,g
16,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8389.png,1795,1827,72,168,g
17,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8390.png,1777,1809,134,230,g
18,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8391.png,1700,1732,-11,85,g
19,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8392.png,1758,1790,15,111,g
20,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8393.png,1672,1704,45,141,g
21,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8394.png,1451,1483,122,218,g
22,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8395.png,2028,2060,-18,78,g
23,FALSE,FALSE,mainz_000001_027053_leftImg8bit_gF_8396.png,1725,1757,-21,75,g
0,FALSE,FALSE,mainz_000001_027124_leftImg8bit_gF_8397.png,1828,1860,348,444,g
0,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8398.png,465,497,331,427,r
1,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8399.png,1266,1298,429,525,r
2,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8400.png,620,652,344,440,r
3,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8401.png,159,191,472,568,r
4,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8402.png,673,705,353,449,r
5,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8403.png,824,856,393,489,r
6,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8404.png,1177,1209,54,150,r
7,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8405.png,304,336,321,417,r
8,FALSE,FALSE,mainz_000001_027377_leftImg8bit_rF_8406.png,757,789,430,526,r
9,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8407.png,386,418,240,336,g
10,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8408.png,1172,1204,5,101,g
11,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8409.png,1282,1314,-6,90,g
12,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8410.png,1146,1178,-9,87,g
13,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8411.png,1229,1261,97,193,g
14,FALSE,FALSE,mainz_000001_027377_leftImg8bit_gF_8412.png,1164,1196,1,97,g
0,FALSE,FALSE,mainz_000001_027675_leftImg8bit_rF_8413.png,806,838,307,403,r
1,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8414.png,632,664,242,338,g
2,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8415.png,836,868,287,383,g
3,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8416.png,1284,1316,347,443,g
4,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8417.png,713,745,333,429,g
5,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8418.png,713,745,339,435,g
6,FALSE,FALSE,mainz_000001_027675_leftImg8bit_gF_8419.png,1256,1288,220,316,g
0,FALSE,FALSE,mainz_000001_027751_leftImg8bit_rF_8420.png,1055,1087,166,262,r
1,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8421.png,-9,23,27,123,g
2,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8422.png,1152,1184,203,299,g
3,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8423.png,1582,1614,231,327,g
4,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8424.png,1592,1624,232,328,g
5,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8425.png,1310,1342,249,345,g
6,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8426.png,1060,1092,125,221,g
7,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8427.png,1033,1065,5,101,g
8,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8428.png,843,875,216,312,g
9,FALSE,FALSE,mainz_000001_027751_leftImg8bit_gF_8429.png,1242,1274,238,334,g
0,FALSE,FALSE,mainz_000001_028111_leftImg8bit_rF_8430.png,1677,1709,154,250,r
1,FALSE,FALSE,mainz_000001_028111_leftImg8bit_rF_8431.png,850,882,389,485,r
2,FALSE,FALSE,mainz_000001_028111_leftImg8bit_gF_8432.png,1016,1048,359,455,g
3,FALSE,FALSE,mainz_000001_028111_leftImg8bit_gF_8433.png,1082,1114,242,338,g
4,FALSE,FALSE,mainz_000001_028111_leftImg8bit_gF_8434.png,1150,1182,-58,38,g
5,FALSE,FALSE,mainz_000001_028111_leftImg8bit_gF_8435.png,868,900,-9,87,g
6,FALSE,FALSE,mainz_000001_028111_leftImg8bit_gF_8436.png,741,773,363,459,g
0,FALSE,FALSE,mainz_000001_028326_leftImg8bit_rF_8437.png,611,643,164,260,r
1,FALSE,FALSE,mainz_000001_028326_leftImg8bit_gF_8438.png,877,909,83,179,g
2,FALSE,FALSE,mainz_000001_028326_leftImg8bit_gF_8439.png,749,781,79,175,g
3,FALSE,FALSE,mainz_000001_028326_leftImg8bit_gF_8440.png,980,1012,-61,35,g
4,FALSE,FALSE,mainz_000001_028326_leftImg8bit_gF_8441.png,665,697,-61,35,g
5,FALSE,FALSE,mainz_000001_028326_leftImg8bit_gF_8442.png,617,649,147,243,g
0,FALSE,FALSE,mainz_000001_028566_leftImg8bit_rF_8443.png,516,548,41,137,r
1,FALSE,FALSE,mainz_000001_028566_leftImg8bit_rF_8444.png,704,736,367,463,r
2,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8445.png,499,531,110,206,g
3,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8446.png,47,79,-50,46,g
4,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8447.png,454,486,35,131,g
5,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8448.png,222,254,-32,64,g
6,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8449.png,460,492,146,242,g
7,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8450.png,408,440,23,119,g
8,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8451.png,429,461,35,131,g
9,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8452.png,432,464,154,250,g
10,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8453.png,337,369,66,162,g
11,FALSE,FALSE,mainz_000001_028566_leftImg8bit_gF_8454.png,560,592,-34,62,g
0,FALSE,FALSE,mainz_000001_028847_leftImg8bit_gF_8455.png,150,182,-20,76,g
1,FALSE,FALSE,mainz_000001_028847_leftImg8bit_gF_8456.png,1201,1233,-6,90,g
0,FALSE,FALSE,mainz_000001_029293_leftImg8bit_rF_8457.png,-12,20,170,266,r
1,FALSE,FALSE,mainz_000001_029293_leftImg8bit_gF_8458.png,1428,1460,280,376,g
2,FALSE,FALSE,mainz_000001_029293_leftImg8bit_gF_8459.png,67,99,133,229,g
3,FALSE,FALSE,mainz_000001_029293_leftImg8bit_gF_8460.png,114,146,158,254,g
0,FALSE,FALSE,mainz_000001_029755_leftImg8bit_rF_8461.png,1513,1545,421,517,r
1,FALSE,FALSE,mainz_000001_029755_leftImg8bit_gF_8462.png,1611,1643,320,416,g
0,FALSE,FALSE,mainz_000001_029950_leftImg8bit_rF_8463.png,1366,1398,380,476,r
1,FALSE,FALSE,mainz_000001_029950_leftImg8bit_rF_8464.png,1488,1520,382,478,r
2,FALSE,FALSE,mainz_000001_029950_leftImg8bit_gF_8465.png,1387,1419,-40,56,g
0,FALSE,FALSE,mainz_000001_030417_leftImg8bit_rF_8466.png,1840,1872,-29,67,r
1,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8467.png,1725,1757,291,387,g
2,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8468.png,487,519,-17,79,g
3,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8469.png,506,538,-18,78,g
4,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8470.png,484,516,-25,71,g
5,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8471.png,499,531,-37,59,g
6,FALSE,FALSE,mainz_000001_030417_leftImg8bit_gF_8472.png,1120,1152,13,109,g
0,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8473.png,1041,1073,-27,69,r
1,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8474.png,1129,1161,-1,95,r
2,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8475.png,1164,1196,-26,70,r
3,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8476.png,1017,1049,50,146,r
4,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8477.png,678,710,309,405,r
5,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8478.png,1364,1396,146,242,r
6,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8479.png,665,697,464,560,r
7,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8480.png,740,772,111,207,r
8,FALSE,FALSE,mainz_000001_030630_leftImg8bit_rF_8481.png,249,281,469,565,r
9,FALSE,FALSE,mainz_000001_030630_leftImg8bit_gF_8482.png,767,799,62,158,g
10,FALSE,FALSE,mainz_000001_030630_leftImg8bit_gF_8483.png,298,330,169,265,g
11,FALSE,FALSE,mainz_000001_030630_leftImg8bit_gF_8484.png,770,802,52,148,g
12,FALSE,FALSE,mainz_000001_030630_leftImg8bit_gF_8485.png,140,172,41,137,g
0,FALSE,FALSE,mainz_000001_031026_leftImg8bit_gF_8486.png,451,483,26,122,g
0,FALSE,FALSE,mainz_000001_031350_leftImg8bit_rF_8487.png,1236,1268,157,253,r
1,FALSE,FALSE,mainz_000001_031350_leftImg8bit_rF_8488.png,289,321,163,259,r
2,FALSE,FALSE,mainz_000001_031350_leftImg8bit_rF_8489.png,520,552,382,478,r
3,FALSE,FALSE,mainz_000001_031350_leftImg8bit_rF_8490.png,498,530,384,480,r
4,FALSE,FALSE,mainz_000001_031350_leftImg8bit_gF_8491.png,830,862,328,424,g
5,FALSE,FALSE,mainz_000001_031350_leftImg8bit_gF_8492.png,877,909,-32,64,g
6,FALSE,FALSE,mainz_000001_031350_leftImg8bit_gF_8493.png,1179,1211,293,389,g
7,FALSE,FALSE,mainz_000001_031350_leftImg8bit_gF_8494.png,1243,1275,324,420,g
0,FALSE,FALSE,mainz_000001_031697_leftImg8bit_rF_8495.png,1033,1065,371,467,r
1,FALSE,FALSE,mainz_000001_031697_leftImg8bit_gF_8496.png,1383,1415,258,354,g
2,FALSE,FALSE,mainz_000001_031697_leftImg8bit_gF_8497.png,113,145,388,484,g
3,FALSE,FALSE,mainz_000001_031697_leftImg8bit_gF_8498.png,1240,1272,176,272,g
4,FALSE,FALSE,mainz_000001_031697_leftImg8bit_gF_8499.png,1019,1051,107,203,g
0,FALSE,FALSE,mainz_000001_031946_leftImg8bit_rF_8500.png,1631,1663,375,471,r
1,FALSE,FALSE,mainz_000001_031946_leftImg8bit_rF_8501.png,938,970,378,474,r
0,FALSE,FALSE,mainz_000001_032294_leftImg8bit_rF_8502.png,739,771,437,533,r
1,FALSE,FALSE,mainz_000001_032294_leftImg8bit_gF_8503.png,1011,1043,357,453,g
0,FALSE,FALSE,mainz_000001_032401_leftImg8bit_rF_8504.png,954,986,408,504,r
1,FALSE,FALSE,mainz_000001_032401_leftImg8bit_rF_8505.png,898,930,417,513,r
2,FALSE,FALSE,mainz_000001_032401_leftImg8bit_rF_8506.png,737,769,410,506,r
3,FALSE,FALSE,mainz_000001_032401_leftImg8bit_rF_8507.png,960,992,414,510,r
4,FALSE,FALSE,mainz_000001_032401_leftImg8bit_gF_8508.png,896,928,363,459,g
5,FALSE,FALSE,mainz_000001_032401_leftImg8bit_gF_8509.png,977,1009,363,459,g
0,FALSE,FALSE,mainz_000001_032691_leftImg8bit_gF_8510.png,536,568,-29,67,g
1,FALSE,FALSE,mainz_000001_032691_leftImg8bit_gF_8511.png,362,394,-41,55,g
2,FALSE,FALSE,mainz_000001_032691_leftImg8bit_gF_8512.png,712,744,-60,36,g
3,FALSE,FALSE,mainz_000001_032691_leftImg8bit_gF_8513.png,715,747,-44,52,g
0,FALSE,FALSE,mainz_000001_032767_leftImg8bit_rF_8514.png,1345,1377,-17,79,r
1,FALSE,FALSE,mainz_000001_032767_leftImg8bit_rF_8515.png,935,967,-28,68,r
0,FALSE,FALSE,mainz_000001_032911_leftImg8bit_rF_8516.png,1175,1207,19,115,r
1,FALSE,FALSE,mainz_000001_032911_leftImg8bit_rF_8517.png,1088,1120,-12,84,r
2,FALSE,FALSE,mainz_000001_032911_leftImg8bit_rF_8518.png,1097,1129,88,184,r
3,FALSE,FALSE,mainz_000001_032911_leftImg8bit_rF_8519.png,1209,1241,34,130,r
4,FALSE,FALSE,mainz_000001_032911_leftImg8bit_rF_8520.png,1162,1194,26,122,r
5,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8521.png,1616,1648,165,261,g
6,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8522.png,1985,2017,122,218,g
7,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8523.png,1123,1155,168,264,g
8,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8524.png,1152,1184,31,127,g
9,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8525.png,1740,1772,238,334,g
10,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8526.png,1984,2016,94,190,g
11,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8527.png,1084,1116,285,381,g
12,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8528.png,1164,1196,12,108,g
13,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8529.png,1723,1755,205,301,g
14,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8530.png,1229,1261,34,130,g
15,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8531.png,1773,1805,207,303,g
16,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8532.png,1091,1123,244,340,g
17,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8533.png,1717,1749,218,314,g
18,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8534.png,1127,1159,24,120,g
19,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8535.png,2001,2033,78,174,g
20,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8536.png,1091,1123,249,345,g
21,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8537.png,1703,1735,89,185,g
22,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8538.png,1155,1187,-30,66,g
23,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8539.png,1737,1769,122,218,g
24,FALSE,FALSE,mainz_000001_032911_leftImg8bit_gF_8540.png,1161,1193,28,124,g
0,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8541.png,577,609,-24,72,g
1,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8542.png,1929,1961,-14,82,g
2,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8543.png,1970,2002,-5,91,g
3,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8544.png,1604,1636,181,277,g
4,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8545.png,1930,1962,-33,63,g
5,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8546.png,1635,1667,209,305,g
6,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8547.png,622,654,111,207,g
7,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8548.png,592,624,-18,78,g
8,FALSE,FALSE,mainz_000001_033096_leftImg8bit_gF_8549.png,1696,1728,-34,62,g
